"Reaction","WT_mean","mip6_mean","log2FC","p_value","FDR"
"CYTK1_rev",0.0182935963745322,0.0182935963745429,8.39297743999264e-13,0.0188374150965628,0.0279913397017199
"CYTK2",0,0,0,NA,1
"CYTK2_rev",0,0,0,NA,1
"DADA",0.0951530033559486,0,-16.5379767349481,0.0437642014557256,0.0627626144907692
"DADK",0,0,0,NA,1
"DADK_rev",0.0024344465789803,0.0024344465789803,0,NA,1
"DAGCPT_SC",9.99999999999995e-05,9.99999999999994e-05,-1.28137060152597e-15,0.00958181457786161,0.0153474952112935
"DAGPYP_SC",0.00456315206146672,0.00456315206141491,-1.63762366302452e-11,4.88211307162167e-16,9.60841402393626e-16
"DASYN_SC",0.00358404635237304,0.0118341153140982,1.72301008558458,1.5987210838325e-22,6.22659790545289e-22
"DASYN_SC_rev",0,0,0,NA,1
"DASYNm_SC",8.25006896209972e-05,0,-6.38371620754812,1.75403531682438e-26,1.29798613445004e-25
"DB4PS",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"DCMPDA",0,0,0,NA,1
"DCMPDA_rev",0.00162296438598687,0.00162296438598687,0,NA,1
"DCTPD",0,0,0,NA,1
"DCYTD",0,0,0,NA,1
"DDPA",0,0,0,NA,1
"DDPAm",0,0,0,NA,1
"DESAT16",0.00643775873081771,0.00643775873090783,2.01924786240056e-11,0.298782183790645,0.37730173379706
"DESAT18",0.0124968257715873,0.0124968257717623,2.01944006799079e-11,0.188938481878835,0.247022043445827
"DESAT18_2",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"DGK1",0,0,0,NA,1
"DGK1_rev",0.00162296438598687,0.00162296438598687,0,NA,1
"DHAD1m",0.205363597330765,0.205363597330765,-1.60171325190746e-16,0.99601228720965,1
"DHAD2m",0,0,0,NA,1
"DHAK",1e-04,1e-04,0,NA,1
"DHAPtm",0,0,0,NA,1
"DHFR",0.0024344465789803,0.0024344465789803,0,NA,1
"DHORD4i",0,0,0,NA,1
"DHORDfum",0,0,0,NA,1
"DHORDi",0,0,0,NA,1
"DHORTS",0,0,0,NA,1
"DHQS",0,0,0,NA,1
"DHQTi",0,0,0,NA,1
"DIAT",0,0,0,NA,1
"DKMPPD2",0,0,0,NA,1
"DMATT",0.00297543470759826,0.00297543470762016,1.06174368042051e-11,0.090112387043748,0.120802837703575
"DOLPMMer",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"DOLPMTcer",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"DOLPt2er",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"DPCOAK",0,0,0,NA,1
"DPMVD",0.00892630412291389,0.00892630412291389,0,NA,1
"DPR",0,0,0,NA,1
"DPRm",0,0,0,NA,1
"DROPPRy",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"DRTPPD",0.000669472809202053,0.000669472809212027,2.14623168900995e-11,0.0115123718678643,0.0174572852094664
"DTMPK",0,0,0,NA,1
"DTTPt",0,0,0,NA,1
"DURIK1",0,0,0,NA,1
"DURIPP",0,0,0,NA,1
"DURIPP_rev",0,0,0,NA,1
"DUTPDP",0,0,0,NA,1
"D_LACDcm",0.000100000000000267,0.000100000000000267,0,1,1
"D_LACDm",0,0,0,NA,1
"D_LACt2",0,0,0,NA,1
"D_LACt2_rev",0,0,0,NA,1
"D_LACt2m",0,0,0,NA,1
"D_LACt2m_rev",0.0272938011947284,0.0118143880653163,-1.20795917501105,0.378683902579972,0.459387029359311
"D_LACtm",0.0272938011947284,0.0118143880653163,-1.20795917501105,0.378683902579972,0.459387029359311
"D_LACtm_rev",0,0,0,NA,1
"E4Ptm",0,0,0,NA,1
"ENO",0,0,0,NA,1
"EPISTt",0,0,0,NA,1
"EPISTt_rev",0,0,0,NA,1
"ERGSTt",0,0,0,NA,1
"ERGSTt_rev",0,0,0,NA,1
"ERGSTter",0.0004733646125795,0.0004733646125795,0,NA,1
"ERGTETROLter",0.0004733646125795,0.0004733646125795,0,NA,1
"ETOHt",0,0,0,NA,1
"ETOHt_rev",0.00036503824493239,0.00037152896307427,0.0253582012831713,1.44019401345064e-28,1.26874234518271e-27
"ETOHtm",0,0,0,NA,1
"EX_2hb_e",1.88321418772503,1.88321418772503,0,NA,1
"EX_2mbac_e",0,0,0,NA,1
"EX_2mbald_e",0,0,0,NA,1
"EX_2mbtoh_e",0,0,0,NA,1
"EX_2mppal_e",0,0,0,NA,1
"EX_2phetoh_e",0.00129156141978261,0,-10.3360171206456,1.44019401345064e-28,1.26874234518271e-27
"EX_3c3hmp_e",0,0,0,NA,1
"EX_3mbald_e",0,0,0,NA,1
"EX_3mop_e",0,0,0,NA,1
"EX_4abut_e",0,0,0,NA,1
"EX_4abz_e",0,0,0,NA,1
"EX_Nbfortyr_e",0.016815944289505,0.0200069213348495,0.250655704833086,3.00787121923141e-23,1.39114043889453e-22
"EX_ac_e",0.133747135928977,0.132271973746706,-0.0160004668962023,7.77771225405903e-22,1.56859033905311e-21
"EX_acald_e",11.3258653485056,10.1030661006164,-0.16482807596368,7.79941358239863e-22,1.56859033905311e-21
"EX_aces_e",0,0,0,NA,1
"EX_ade_e",0,0,0,NA,1
"EX_ade_e_rev",1.30222431947573,1.39737554863813,0.101741739109452,0.945222580711451,0.999235299609249
"EX_akg_e",0,0,0,NA,1
"EX_ala__L_e",0,0,0,NA,1
"EX_ala__L_e_rev",0.0903527319927621,0.0915427841909764,0.0188777388230491,7.80055736177764e-22,1.56859033905311e-21
"EX_arg__L_e",0,0,0,NA,1
"EX_arg__L_e_rev",0.111592912031289,0.108670990345038,-0.0382781826263557,1.5369073560309e-23,8.12365316759189e-23
"EX_asn__L_e",0,0,0,NA,1
"EX_asn__L_e_rev",0.0687731158561937,0.069209478895045,0.00912479964819131,2.59483355268748e-23,1.31518960889639e-22
"EX_asp__L_e",3.50837601240862,3.5555492664458,0.0192690634245096,7.79941358239863e-22,1.56859033905311e-21
"EX_asp__L_e_rev",0,0,0,NA,1
"EX_btd_RR_e",1.8905663666697,2.99144021361716,0.662021454256679,7.80055736177764e-22,1.56859033905311e-21
"EX_cit_e",0,0,0,NA,1
"EX_co2_e",20.4244254971513,21.5314096364394,0.076147272048087,7.80055736177764e-22,1.56859033905311e-21
"EX_csn_e",0,0,0,NA,1
"EX_csn_e_rev",0.0747916087875617,0.0313606746528484,-1.2538931074049,2.09389439189968e-12,3.99350992269527e-12
"EX_cys__L_e",0.00818244544601482,0.00818244544601482,0,NA,1
"EX_cys__L_e_rev",0,0,0,NA,1
"EX_dttp_e",0,0,0,NA,1
"EX_epist_e",0,0,0,NA,1
"EX_ergst_e",0,0,0,NA,1
"EX_etoh_e",0.00036503824493239,0.00037152896307427,0.0253582012831713,1.44019401345064e-28,1.26874234518271e-27
"EX_fecost_e",0,0,0,NA,1
"EX_for_e",0.00349613578135965,0.00349613578138776,1.15983259996657e-11,0.0687084294548075,0.0966620490428851
"EX_fum_e",0,0,0,NA,1
"EX_g3pc_e",0,0,0,NA,1
"EX_gam6p_e",0,0,0,NA,1
"EX_glc__D_e",0,0,0,NA,1
"EX_glc__D_e_rev",7.1121531778473,7.24522009994146,0.0267431173213421,7.78455905263246e-22,1.56859033905311e-21
"EX_gln__L_e",0,0,0,NA,1
"EX_gln__L_e_rev",2,2,0,NA,1
"EX_glu__L_e",0,0,0,NA,1
"EX_glu__L_e_rev",1.98535904228027,2,0.0106000595154582,1.009038676745e-24,5.41182212359602e-24
"EX_glx_e",0,0,0,NA,1
"EX_gly_e",0,0,0,NA,1
"EX_gly_e_rev",0.160112355546421,0.153930401455732,-0.0568060861740437,3.35504265446197e-22,1.21702527661856e-21
"EX_glyc_e",0,0,0,NA,1
"EX_gua_e",0,0,0,NA,1
"EX_gua_e_rev",0.0333992545932518,0.0333992545932602,3.62307537581422e-13,0.90907625702751,0.972133569653695
"EX_h2o_e",12.6126283308948,12.0702002369791,-0.0634193337020627,6.45599445495847e-09,1.18841688971872e-08
"EX_h2o_e_rev",0,0,0,NA,1
"EX_h_e",0,0,0,NA,1
"EX_h_e_rev",1.58166351995089,1.65928916164863,0.0691225653816698,0.843515979128833,0.917943859640201
"EX_his__L_e",0,0,0,NA,1
"EX_his__L_e_rev",0.0448343911628873,0.0448343911628873,0,0.582253689886077,0.666977911015011
"EX_hxan_e",1.26868305549867,1.36383428466107,0.104336580478088,0.0187937990116355,0.0279913397017199
"EX_iamac_e",0,0,0,NA,1
"EX_iamoh_e",0,0,0,NA,1
"EX_ibutac_e",0,0,0,NA,1
"EX_ibutoh_e",0.207866196174494,0.205363597330765,-0.0174746045180189,7.80055736177764e-22,1.56859033905311e-21
"EX_id3acald_e",0,0,0,NA,1
"EX_ile__L_e",0,0,0,NA,1
"EX_ile__L_e_rev",0.130310515491529,0.130310515491529,3.20342650381492e-16,0.265542095163785,0.343533479757344
"EX_ind3eth_e",0.091378051530241,0.0916794431630104,0.00475054962402528,1.05615801181627e-08,1.90419978656205e-08
"EX_lac__D_e",0,0,0,NA,1
"EX_lac__L_e",0,0,0,NA,1
"EX_lanost_e",0,0,0,NA,1
"EX_leu__L_e",0,0,0,NA,1
"EX_leu__L_e_rev",0.200436101669379,0.200436101669379,0,0.858069957585478,0.928321299142184
"EX_lys__L_e",0,0,0,NA,1
"EX_lys__L_e_rev",0.193538503028934,0.193538503028934,0,0.282177648019258,0.358782576519331
"EX_mal__L_e",0,0,0,NA,1
"EX_met__L_e",0,0,0,NA,1
"EX_met__L_e_rev",0.0469307201614514,0.0469307201614514,0,1,1
"EX_nadp_e",0,0,0,NA,1
"EX_nh4_e",5.1559982951892,5.27116862796676,0.0318710527266983,0.843495071932905,0.917943859640201
"EX_nh4_e_rev",0,0,0,NA,1
"EX_o2_e",0,0,0,NA,1
"EX_o2_e_rev",11.736987935528,11.7369879355283,3.84411180457785e-14,0.634943475580715,0.714632126591822
"EX_oaa_e",0,0,0,NA,1
"EX_orn_e",0.00292192168625136,0,-11.5131954602411,1.44019401345064e-28,1.26874234518271e-27
"EX_pacald_e",0,0,0,NA,1
"EX_pap_e",0,0,0,NA,1
"EX_phe__L_e",0,0,0,NA,1
"EX_phe__L_e_rev",0.0918394494546335,0.0905478880348509,-0.0204327777897117,3.33124204360373e-23,1.50815158973697e-22
"EX_pheac_e",0,0,0,NA,1
"EX_pi_e",0,0,0,NA,1
"EX_pi_e_rev",0.133691691294877,0.133691691295208,3.57662569150492e-12,0.611964679058852,0.696698250005463
"EX_pnto__R_e",0,0,0,NA,1
"EX_pro__L_e",0,0,0,NA,1
"EX_pro__L_e_rev",0.213936834586145,0.243326379075316,0.185707017209334,9.43569421814101e-23,3.87911873412464e-22
"EX_ptrc_e",0,0,0,NA,1
"EX_pyr_e",0,0,0,NA,1
"EX_sbt__D_e",0.669960680663619,0.854522589409072,0.351041737433071,7.79941358239863e-22,1.56859033905311e-21
"EX_ser__L_e",0,0,0,NA,1
"EX_ser__L_e_rev",0.236032565207329,0.310237299230974,0.394384766571054,3.48485568153776e-22,1.23980442516247e-21
"EX_so3_e",0,0,0,NA,1
"EX_so4_e",0,0,0,NA,1
"EX_so4_e_rev",0.0135247032165573,0.0135247032165573,0,NA,1
"EX_spmd_e",0,0,0,NA,1
"EX_succ_e",2e-04,0.00025280142694613,0.336504679052664,1.44019401345064e-28,1.26874234518271e-27
"EX_thr__L_e",0,0,0,NA,1
"EX_thr__L_e_rev",2,2,0,NA,1
"EX_thym_e",0,2.79346438454071e-16,4.03011556053251e-10,0.325178960006528,0.403745688598709
"EX_thym_e_rev",0,0,0,NA,1
"EX_tre_e",0,0,0,NA,1
"EX_tre_e_rev",1.73883548839762,2,0.201878446246747,1.00826696571384e-24,5.41182212359602e-24
"EX_trp__L_e",0,0,0,NA,1
"EX_trp__L_e_rev",0.110583130097752,0.110884521730522,0.00392664619097749,7.6168584258019e-09,1.39516713739936e-08
"EX_ttdca_e",0,0,0,NA,1
"EX_tyr__L_e",0,0,0,NA,1
"EX_tyr__L_e_rev",0.102607874983452,0.108989829074141,0.0870512261149809,2.72029297584021e-22,1.01667515258675e-21
"EX_ura_e",0,0,0,NA,1
"EX_ura_e_rev",0,0.0434309341347132,15.4064685806587,2.43665778265813e-13,4.72022711823826e-13
"EX_urea_e",0.00292192168625136,0,-11.5131954602411,1.44019401345064e-28,1.26874234518271e-27
"EX_val__L_e",0,0,0,NA,1
"EX_val__L_e_rev",0.181434422398782,0.178931823555053,-0.0200380861758991,3.41858092636759e-23,1.52394571416387e-22
"EX_xan_e",0,0,0,NA,1
"EX_zymst_e",0,0,0,NA,1
"FACOAL140",2.78709677419353e-05,2.4967741935484e-05,-0.152898899149626,0.576160853221647,0.662048185378911
"FACOAL140_rev",0.00623330495526466,0.00823438357385199,0.401607119842969,0.327901622313313,0.405764549350923
"FACOAL160",0.00348405639618532,0.00479637932656972,0.461064514891846,0.0461332443814979,0.0659046348307113
"FACOAL160_rev",0.0064709025518852,0.00508293956268235,-0.348243005277134,0.275846590497145,0.354386244735916
"FACOAL161",3.40000000000001e-05,3.40000000000002e-05,3.20342650381491e-15,0.00051853951058262,0.000864232517637699
"FACOAL180",0.00929228014313782,0.00859597606800844,-0.112358607934565,0.468143207139995,0.54988249727555
