"Reaction","WT_mean","mip6_mean","log2FC","p_value","FDR"
"3MBALDtm",0.00171609984294549,5.71210278349837e-06,-7.99899340560607,1.00942474543271e-24,3.09316582707594e-24
"3MOBDC",0.00664800385881275,0.0138238658022954,1.05605535624271,1.44019401345064e-28,1.21145731719672e-27
"4MOPDC",0.00171609984294549,1.01185820736257e-05,-7.27085730256584,1.92933197761105e-27,1.25406578544718e-26
"ACALDtm_rev",0.00031634809856068,0.000193548387096774,-0.705937178821759,3.7325535168822e-28,2.76149854205287e-27
"ACt2r_rev",0,1.27194101352259,20.2786014705201,1.00923169331926e-24,3.09316582707594e-24
"ACtr",0,1.09917396317207,20.0679896174949,1.00923169331926e-24,3.09316582707594e-24
"ACtr_rev",0.168415005120935,0,-17.36166972336,1.00845984019432e-24,3.09316582707594e-24
"ADA",0.0341149731618897,0,-15.0581597494701,5.92043062924448e-25,2.18953856891886e-24
"ADD",0.0145045607080787,0,-13.8243184431053,3.31789768740969e-08,4.7764366036871e-08
"ADK3",0.0994484209746264,0.00530159786761226,-4.22919172299185,1.89631568159527e-05,2.64990041499795e-05
"ADNK1",0,0.0486213080634424,15.5693307581619,1.0086527501888e-24,3.09316582707594e-24
"ADSL1r",0.0762415006241177,0.00209086108345972,-5.18773648473511,5.39134141699077e-23,1.41029601700551e-22
"ADSS",0.0762415006241177,0.00209086108345972,-5.18773648473511,5.39134141699077e-23,1.41029601700551e-22
"AGTi",0.00020000000000001,0,-7.651051691179,5.48565423223989e-27,3.41064589221872e-26
"AICART",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"ALCD23xi",0,0.00869388332725034,13.0859509534445,6.59274361439487e-14,1.02474167049833e-13
"ALCD24xi",0,4.40647929012731e-06,2.43468941398862,4.98256150402345e-09,7.34542572242632e-09
"ALCD24xim",0.00171609984294549,5.71210278349837e-06,-7.99899340560607,1.00942474543271e-24,3.09316582707594e-24
"ALCD25xi",0,0.0126622146107759,13.628356065068,1.33770459308541e-12,2.05690061087327e-12
"ALCD2irm",0.00031634809856068,0.000193548387096774,-0.705937178821759,3.7325535168822e-28,2.76149854205287e-27
"AMPDA",0.0276201925606002,0,-14.7534879896639,7.7363778048338e-25,2.78899670443168e-24
"ASNN",0.00191408327203584,0.00416187893483034,1.12017447744865,2.85770706661097e-23,7.75921728845638e-23
"ASPTA",0.0986475029652469,0.248267413546983,1.33153166069313,3.87961319837039e-23,1.04022128881306e-22
"ASPt2n",0.108415766104339,0.186475117702338,0.78240299459328,0.00387671748693074,0.00510156994445793
"ASPt5n",0.108415766104339,0.186475117702338,0.78240299459328,0.00387671748693074,0.00510156994445793
"ATPPRT",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"CITtam_rev",0.145958900534626,0.303637321950707,1.0567818107353,7.33835087910726e-22,1.26759057128887e-21
"CITtcm",0.145758900534629,0.303417527914489,1.05771530507118,7.27068124253604e-22,1.26759057128887e-21
"CO2tn",0.108415766104339,0.186475117702338,0.78240299459328,0.00387671748693074,0.00510156994445793
"CSND",0.0723571622085824,0,-16.1428681456314,1.78998689666295e-25,8.72618612123188e-25
"CSNt2",0.0723571622085824,0,-16.1428681456314,1.78998689666295e-25,8.72618612123188e-25
"CTPtm",8.25006896209049e-05,0,-6.38371620754652,4.77938015678093e-25,1.93429630873492e-24
"CYSt2r_rev",0.0046863096646017,0.00818244544601482,0.803948274831414,2.49506635999554e-25,1.16346029178053e-24
"DASYN_SC",0.00358404635229192,0.0118341153143296,1.72301008564544,2.54886426970628e-22,6.14304927923593e-22
"DASYNm_SC",8.25006896209049e-05,0,-6.38371620754652,4.77938015678093e-25,1.93429630873492e-24
"D_LACDcm",4.03225806451613e-05,0,-5.36885844995477,2.55312105210333e-08,3.70030044375787e-08
"D_LACDm",5.96774193551057e-05,0,-5.92308782314267,7.15634387799456e-13,1.10434227469772e-12
"D_LACt2_rev",0,0.000100000000002509,6.65821148278764,2.62737412911316e-26,1.58752605829513e-25
"D_LACt2m",1.12903225806452e-05,0,-3.61945087710645,0.00679981390666482,0.00889365904255856
"D_LACtm",0.223403090459202,0.0996355577326898,-1.16490851637557,2.00162921684849e-07,2.85282037883057e-07
"ETOHt_rev",0.00031634809856068,2e-04,-0.658870697115983,1.44019401345064e-28,1.21145731719672e-27
"ETOHtm",0.00031634809856068,0.000193548387096774,-0.705937178821759,3.7325535168822e-28,2.76149854205287e-27
"EX_Nbfortyr_e",0,0.0100561846587094,13.2959388827679,5.69814722594354e-25,2.14430277186823e-24
"EX_csn_e_rev",0.0723571622085824,0,-16.1428681456314,1.78998689666295e-25,8.72618612123188e-25
"EX_cys__L_e",0.0046863096646017,0.00818244544601482,0.803948274831414,2.49506635999554e-25,1.16346029178053e-24
"EX_etoh_e",0.00031634809856068,2e-04,-0.658870697115983,1.44019401345064e-28,1.21145731719672e-27
"EX_for_e",0,0.0034961357813962,11.7719580965239,1.37603889444645e-25,7.11229741828345e-25
"EX_h_e_rev",0.575673424083949,0.273291372942427,-1.07480792037632,7.77543126922574e-22,1.26759057128887e-21
"EX_iamoh_e",0.00171609984294549,1.01185820736257e-05,-7.27085730256584,1.92933197761105e-27,1.25406578544718e-26
"EX_ibutoh_e",0.00664800385881275,0.0138238658022954,1.05605535624271,1.44019401345064e-28,1.21145731719672e-27
"EX_lac__D_e",0,0.000100000000002509,6.65821148278764,2.62737412911316e-26,1.58752605829513e-25
"EX_sbt__D_e",0.819299847293467,2.18172596119736,1.41300535061036,7.78570074654748e-22,1.26759057128887e-21
"EX_tre_e_rev",1.03303951375763,2,0.953103886455999,1.00826696571384e-24,3.09316582707594e-24
"EX_ura_e_rev",0,0.072357162208585,16.1428681456315,1.92963057232252e-25,9.19790572807067e-25
"FACOAL160",0.00132666884412417,0.00594378957240303,2.16273039873703,2.39371522999509e-08,3.48102994463693e-08
"FACOAL160_rev",0.0119777825563954,0.00613711479556024,-0.96461375709246,3.33555116469408e-12,5.11054089162057e-12
"FAS160",0.00340730572807633,0.0134985263713462,1.98578213392858,6.47969995292931e-06,9.11406976985794e-06
"FAS160COA",0.0212076541257049,0.0111164334825729,-0.931829299341176,4.378561210609e-06,6.17895644523442e-06
"FAS180COA",0.000274856871814662,0.000641332700909714,1.21940082575893,0.00982884155043918,0.0127005211600554
"FORt_rev",0,0.0034961357813962,11.7719580965239,1.37603889444645e-25,7.11229741828345e-25
"FRDcm",0,2e-04,7.65105169117893,1.44019401345064e-28,1.21145731719672e-27
"FTHFLi",0.00349613578145731,0,-11.7719580965491,3.73349453237918e-28,2.76149854205287e-27
"FUM",0.0764415006241177,0.00209086108318189,-5.1915160201901,1.93444647669457e-22,4.68857366385295e-22
"G3PD1ir",0.0168095100787095,0.120942317558321,2.84689565293782,1.6338884846012e-20,2.61544089512654e-20
"G3PDm",0,0.304959380865525,18.2182623005827,0.0234811714296884,0.0298914615529268
"G6PDH2r",0.404740256611508,0.995267715211227,1.29808618009988,7.79826996356911e-22,1.26759057128887e-21
"GALUi",1.11801959139671,1.80838821661342,0.693758460447733,1.00845984019432e-24,3.09316582707594e-24
"GBEZ",0.0508976028710197,0,-15.6353384354827,0.00195467860790406,0.00262049100872137
"GCC2cm_copy1",4.78873822783678,1.84824126305525,-1.37349200127171,0.0119778964770538,0.0154309837497179
"GCC2cm_copy2",0,3.13396953300601,21.5795601843338,2.21487363024074e-13,3.43025555008403e-13
"GHMT2r",0,0.0222032304008785,14.4385469478787,5.02296227717368e-25,1.99523223787732e-24
"GLCGSD",0,0.690368625216719,19.3970094648615,1.00826696571384e-24,3.09316582707594e-24
"GLCS2",0.299730328018227,1.04099655610597,1.79622489389248,1.47945214929692e-23,4.31758484386651e-23
"GLCtv_rev",0,1.70770407656266,20.7036274100207,1.00807412674115e-24,3.09316582707594e-24
"GLNS",0.00457914353321187,0,-12.1611770950822,1.44019401345064e-28,1.21145731719672e-27
"GLUN",1.40320448534174,0.770213993292737,-0.86539318005727,2.26993429844264e-10,3.44099580929997e-10
"GLYGS",0.0508976028710197,0,-15.6353384354827,0.00195467860790406,0.00262049100872137
"GND",0.406701338577933,0.997228797177641,1.29395270467037,7.79826996356911e-22,1.26759057128887e-21
"H2Otn",0.108415766104339,0.186475117702338,0.78240299459328,0.00387671748693074,0.00510156994445793
"H2Otv",0,0.853852038281332,19.7036282548355,1.00807412674115e-24,3.09316582707594e-24
"HCO3E",0.160455333836966,0.0823959822404718,-0.961517334233576,0.00170772133991679,0.00230381275101982
"HCO3En",0.108415766104339,0.186475117702338,0.78240299459328,0.00387671748693074,0.00510156994445793
"HCO3tn_rev",0.108415766104339,0.186475117702338,0.78240299459328,0.00387671748693074,0.00510156994445793
"HISTD",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"HISTP",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"HSTPT",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"IAMOHt",0.00171609984294549,1.01185820736257e-05,-7.27085730256584,1.92933197761105e-27,1.25406578544718e-26
"IAMOHtm",0.00171609984294549,5.71210278349837e-06,-7.99899340560607,1.00942474543271e-24,3.09316582707594e-24
"IBUTOHt",0.00664800385881275,0.0138238658022954,1.05605535624271,1.44019401345064e-28,1.21145731719672e-27
