"Reaction","WT_mean","mip6_mean","log2FC","p_value","FDR"
"ETOHtm",0.00031634809856068,0.000193548387096774,-0.705937178821759,3.7325535168822e-28,2.76149854205287e-27
"EX_2hb_e",1.87012233492419,1.87900444997519,0.00683583202713286,3.03792257329155e-22,7.08298252142433e-22
"EX_2mbac_e",0,0,0,NA,1
"EX_2mbald_e",0,0,0,NA,1
"EX_2mbtoh_e",0,0,0,NA,1
"EX_2mppal_e",0,0,0,NA,1
"EX_2phetoh_e",0.0215349047892992,0.0218071473852252,0.0181232805141926,1.20310417258998e-25,6.70300896157277e-25
"EX_3c3hmp_e",0,0,0,NA,1
"EX_3mbald_e",0,0,0,NA,1
"EX_3mop_e",0,0,0,NA,1
"EX_4abut_e",0,0,0,NA,1
"EX_4abz_e",0,0,0,NA,1
"EX_Nbfortyr_e",0,0.0100561846587094,13.2959388827679,5.69814722594354e-25,2.14430277186823e-24
"EX_ac_e",0.168415005120935,0.172767050350517,0.036807198539954,7.78912679012649e-22,1.26759057128887e-21
"EX_acald_e",0,0,0,NA,1
"EX_aces_e",0,0,0,NA,1
"EX_ade_e",0,0,0,NA,1
"EX_ade_e_rev",0.0335412639770586,0.0335412639770689,4.43674570778298e-13,1.12371974431589e-08,1.64530979628504e-08
"EX_akg_e",0,0,0,NA,1
"EX_ala__L_e",0,0,0,NA,1
"EX_ala__L_e_rev",0.0830292841350233,0.0873631549962071,0.0734038364687773,7.80055736177764e-22,1.26759057128887e-21
"EX_arg__L_e",0,0,0,NA,1
"EX_arg__L_e_rev",0.140989954117019,0.138751475824563,-0.0230890889014132,2.76663680870452e-27,1.74542233960917e-26
"EX_asn__L_e",0,0,0,NA,1
"EX_asn__L_e_rev",0.0706871991282296,0.072934994791024,0.0451615897841984,1.14812394150999e-22,2.81454383375879e-22
"EX_asp__L_e",3.30713947058708,3.41651599354757,0.0469419774945655,7.79369709331353e-22,1.26759057128887e-21
"EX_asp__L_e_rev",0,0,0,NA,1
"EX_btd_RR_e",6.98623350765087,6.91800739419506,-0.0141583063842998,7.80055736177764e-22,1.26759057128887e-21
"EX_cit_e",0,0,0,NA,1
"EX_co2_e",22.0005584763078,22.9182935303517,0.0589594775502705,7.79484007016099e-22,1.26759057128887e-21
"EX_csn_e",0,0,0,NA,1
"EX_csn_e_rev",0.0723571622085824,0,-16.1428681456314,1.78998689666295e-25,8.72618612123188e-25
"EX_cys__L_e",0.0046863096646017,0.00818244544601482,0.803948274831414,2.49506635999554e-25,1.16346029178053e-24
"EX_cys__L_e_rev",0,0,0,NA,1
"EX_dttp_e",0,0,0,NA,1
"EX_epist_e",0,0,0,NA,1
"EX_ergst_e",0,0,0,NA,1
"EX_etoh_e",0.00031634809856068,2e-04,-0.658870697115983,1.44019401345064e-28,1.21145731719672e-27
"EX_fecost_e",0,0,0,NA,1
"EX_for_e",0,0.0034961357813962,11.7719580965239,1.37603889444645e-25,7.11229741828345e-25
"EX_fum_e",0,0,0,NA,1
"EX_g3pc_e",0,0,0,NA,1
"EX_gam6p_e",0,0,0,NA,1
"EX_glc__D_e",0,0,0,NA,1
"EX_glc__D_e_rev",8.36183476482418,7.95037901595772,-0.0727958869720485,7.7811349324212e-22,1.26759057128887e-21
"EX_gln__L_e",0,0,0,NA,1
"EX_gln__L_e_rev",2,1.9834967504007,-0.0119539601069447,2.34560292021189e-28,1.863451208835e-27
"EX_glu__L_e",0,0,0,NA,1
"EX_glu__L_e_rev",2,2,0,NA,1
"EX_glx_e",0,0,0,NA,1
"EX_gly_e",0,0,0,NA,1
"EX_gly_e_rev",0.186582973684985,0.169965722553692,-0.134572762039225,3.18785393001591e-22,7.16015359150171e-22
"EX_glyc_e",0,0,0,NA,1
"EX_gua_e",0,0,0,NA,1
"EX_gua_e_rev",0.0333992545932668,0.0333992545932709,1.72985031205995e-13,0.100032427465435,0.122261855791087
"EX_h2o_e",10.9408742007266,9.84878887450354,-0.151709773268011,7.79598320747168e-22,1.26759057128887e-21
"EX_h2o_e_rev",0,0,0,NA,1
"EX_h_e",0,0,0,NA,1
"EX_h_e_rev",0.575673424083949,0.273291372942427,-1.07480792037632,7.77543126922574e-22,1.26759057128887e-21
"EX_his__L_e",0,0,0,NA,1
"EX_his__L_e_rev",0.0448343911628873,0.0427435300794276,-0.0688981710751969,2.83569357083147e-23,7.75921728845638e-23
"EX_hxan_e",0,0,0,NA,1
"EX_iamac_e",0,0,0,NA,1
"EX_iamoh_e",0.00171609984294549,1.01185820736257e-05,-7.27085730256584,1.92933197761105e-27,1.25406578544718e-26
"EX_ibutac_e",0,0,0,NA,1
"EX_ibutoh_e",0.00664800385881275,0.0138238658022954,1.05605535624271,1.44019401345064e-28,1.21145731719672e-27
"EX_id3acald_e",0,0,0,NA,1
"EX_ile__L_e",0,0,0,NA,1
"EX_ile__L_e_rev",0.130310515491529,0.130310515491529,-3.20342650381492e-16,0.440395178558829,0.461930395114273
"EX_ind3eth_e",0,0,0,NA,1
"EX_lac__D_e",0,0.000100000000002509,6.65821148278764,2.62737412911316e-26,1.58752605829513e-25
"EX_lac__L_e",0,0,0,NA,1
"EX_lanost_e",0,0,0,NA,1
"EX_leu__L_e",0,0,0,NA,1
"EX_leu__L_e_rev",0.202152201512324,0.200446220251452,-0.0122266411203876,7.17100092012492e-23,1.84213137409197e-22
"EX_lys__L_e",0,0,0,NA,1
"EX_lys__L_e_rev",0.193538503028934,0.193538503028934,0,0.721430517379524,0.728220451660743
"EX_mal__L_e",0,0,0,NA,1
"EX_met__L_e",0,0,0,NA,1
"EX_met__L_e_rev",0.0434345843800382,0.0469307201614513,0.111685892011387,1.02420117323324e-24,3.09424157265536e-24
"EX_nadp_e",0,0,0,NA,1
"EX_nh4_e",3.91817869181187,3.76211582901021,-0.0586389115253199,5.38204752064411e-22,1.19015380740017e-21
"EX_nh4_e_rev",0,0,0,NA,1
"EX_o2_e",0,0,0,NA,1
"EX_o2_e_rev",11.5273551116246,12,0.0579728684058052,1.00923169331926e-24,3.09316582707594e-24
"EX_oaa_e",0,0,0,NA,1
"EX_orn_e",0.0323189637719818,0.0300804854795254,-0.103549769217661,1.27448673002466e-25,6.7500593479084e-25
"EX_pacald_e",0,0,0,NA,1
"EX_pap_e",0,0,0,NA,1
"EX_phe__L_e",0,0,0,NA,1
"EX_phe__L_e_rev",0.11208279282415,0.112355035420076,0.00349994240116022,2.7289649149171e-23,7.75315197681746e-23
"EX_pheac_e",0,0,0,NA,1
"EX_pi_e",0,0,0,NA,1
"EX_pi_e_rev",0.1336916912955,0.133691691295661,1.73561647976588e-12,0.0225255261587068,0.0287602700062061
"EX_pnto__R_e",0,0,0,NA,1
"EX_pro__L_e",0,0,0,NA,1
"EX_pro__L_e_rev",0.166914135924644,0.208210340224722,0.318933862383214,9.89019037370546e-23,2.45253853775702e-22
"EX_ptrc_e",0,0,0,NA,1
"EX_pyr_e",0,0,0,NA,1
"EX_sbt__D_e",0.819299847293467,2.18172596119736,1.41300535061036,7.78570074654748e-22,1.26759057128887e-21
"EX_ser__L_e",0,0,0,NA,1
"EX_ser__L_e_rev",0.142773529505651,0.168472895687943,0.238786438882424,9.09271298193375e-23,2.29457286426446e-22
"EX_so3_e",0,0,0,NA,1
"EX_so4_e",0,0,0,NA,1
"EX_so4_e_rev",0.0135247032165608,0.0135247032165608,0,NA,1
"EX_spmd_e",0,0,0,NA,1
"EX_succ_e",0,0,0,NA,1
"EX_thr__L_e",0,0,0,NA,1
"EX_thr__L_e_rev",2,2,0,NA,1
"EX_thym_e",0,0,0,NA,1
"EX_thym_e_rev",0.00243444657898029,0.00243444657898028,-6.08651035724836e-15,6.25369183125586e-11,9.51359501988923e-11
"EX_tre_e",0,0,0,NA,1
"EX_tre_e_rev",1.03303951375763,2,0.953103886455999,1.00826696571384e-24,3.09316582707594e-24
"EX_trp__L_e",0,0,0,NA,1
"EX_trp__L_e_rev",0.0192050785675113,0.0192050785675113,0,1,1
"EX_ttdca_e",0,0,0,NA,1
"EX_tyr__L_e",0,0,0,NA,1
"EX_tyr__L_e_rev",0.0689759864044421,0.089088355721861,0.36913797173536,8.57364690573799e-23,2.18934197771524e-22
"EX_ura_e",0,0,0,NA,1
"EX_ura_e_rev",0,0.072357162208585,16.1428681456315,1.92963057232252e-25,9.19790572807067e-25
"EX_urea_e",0.0323189637719818,0.0300804854795254,-0.103549769217662,1.27448673002466e-25,6.7500593479084e-25
"EX_val__L_e",0,0,0,NA,1
"EX_val__L_e_rev",0.185579827413865,0.192755689357348,0.0547332562231503,5.60755520678148e-25,2.14430277186823e-24
"EX_xan_e",0,0,0,NA,1
"EX_zymst_e",0,0,0,NA,1
"FACOAL140",0,0,0,NA,1
"FACOAL140_rev",0.00980705918514942,0.0198982184844244,1.02067218205762,0.665447142619805,0.674926003458692
"FACOAL160",0.00132666884412417,0.00594378957240303,2.16273039873703,2.39371522999509e-08,3.48102994463693e-08
"FACOAL160_rev",0.0119777825563954,0.00613711479556024,-0.96461375709246,3.33555116469408e-12,5.11054089162057e-12
"FACOAL161",0.00647365260079585,0.00647371053686331,1.29093726585489e-05,7.31142600130592e-22,1.26759057128887e-21
"FACOAL180",0.00162915859900775,0.00126269980993243,-0.367358537774775,5.06624507408977e-05,7.05655563891076e-05
"FACOAL181",0.01254749947055,0.0125475812626173,9.40356459510428e-06,7.47330735275637e-22,1.26759057128887e-21
"FACOAL182",1.90026369578908e-05,1.903330897342e-05,0.00221053217682173,6.69289987339522e-25,2.43326614041233e-24
"FAS100",0,0,0,NA,1
"FAS100COA",0.0378691690058174,0.0378691690060296,8.08160438380164e-12,0.135277744599496,0.162560651073344
"FAS120",4.22280821286467e-06,4.22962421630848e-06,0.00188155548051174,1.44019401345064e-28,1.21145731719672e-27
"FAS120COA",0.0371075628174885,0.0371075560016927,-2.64982390823225e-07,5.47745714413661e-22,1.20504057171005e-21
"FAS140",1.68912328514587e-05,1.69184968652339e-05,0.00219681440656458,1.44019401345064e-28,1.21145731719672e-27
"FAS140COA",0.034822744252501,0.034822716988682,-1.12949921641361e-06,4.6817316198538e-22,1.04065433415403e-21
"FAS160",0.00340730572807633,0.0134985263713462,1.98578213392858,6.47969995292931e-06,9.11406976985794e-06
"FAS160COA",0.0212076541257049,0.0111164334825729,-0.931829299341176,4.378561210609e-06,6.17895644523442e-06
"FAS161",0.00643775873098887,0.00643775873102498,8.09185534861379e-12,0.055379602681389,0.0692648674936323
"FAS180",0.0016186015784762,0.00125212574939175,-0.370107759864003,0.0756734516105,0.0938263316211113
"FAS180COA",0.000274856871814662,0.000641332700909714,1.21940082575893,0.00982884155043918,0.0127005211600554
"FAS181",0.0124968257719197,0.0124968257719897,8.08032301320012e-12,0.275251595878629,0.309117629926523
"FAS80COA_L",0.0378691690058174,0.0378691690060296,8.08160438380164e-12,0.135277744599496,0.162560651073344
"FAS80_L",0,0,0,NA,1
"FBA",0.00010121334680123,1e-04,-0.0172282996461091,1.44019401345064e-28,1.21145731719672e-27
"FBA3",7.67798307382676,7.63978700329772,-0.0071949622269284,7.79598320747168e-22,1.26759057128887e-21
"FBA_rev",0,0,0,NA,1
"FBP",0,0,0,NA,1
"FBP26",0,0,0,NA,1
"FDH",0,0,0,NA,1
"FDNG",0,0,0,NA,1
"FE2utm",0,0,0,NA,1
"FECOSTt",0,0,0,NA,1
"FECOSTt_rev",0,0,0,NA,1
"FEtm",0,0,0,NA,1
"FEtm_rev",0,0,0,NA,1
"FKYNH",0,0,0,NA,1
"FORt",0,0,0,NA,1
"FORt_rev",0,0.0034961357813962,11.7719580965239,1.37603889444645e-25,7.11229741828345e-25
"FRDcm",0,2e-04,7.65105169117893,1.44019401345064e-28,1.21145731719672e-27
"FRDm",0,0,0,NA,1
"FTHFCLm",0,0,0,NA,1
"FTHFLi",0.00349613578145731,0,-11.7719580965491,3.73349453237918e-28,2.76149854205287e-27
"FUM",0.0764415006241177,0.00209086108318189,-5.1915160201901,1.93444647669457e-22,4.68857366385295e-22
"FUM_rev",0,0,0,NA,1
"FUMm",4.78873822783673,4.98221079606122,0.0571404771544062,7.77885298667662e-22,1.26759057128887e-21
"FUMt2r",0,0,0,NA,1
"FUMt2r_rev",0,0,0,NA,1
"G3PCt",0,0,0,NA,1
"G3PCt_rev",0,0,0,NA,1
"G3PD1ir",0.0168095100787095,0.120942317558321,2.84689565293782,1.6338884846012e-20,2.61544089512654e-20
"G3PD1irm",0,0.200820071779487,17.6155511309605,0.0824221059897516,0.101606561694263
"G3PDm",0,0.304959380865525,18.2182623005827,0.0234811714296884,0.0298914615529268
"G3PT",0.00010650160653291,1e-04,-0.0900029270213282,1.44019401345064e-28,1.21145731719672e-27
"G5SADrm",0,0,0,NA,1
"G5SADs",0,0,0,NA,1
"G5SD",0,0,0,NA,1
"G5SD2",0,0,0,NA,1
"G6PDA",0.530099472240213,1.13942916633633,1.10397477613079,0.0897261455686861,0.109978618425618
"G6PDH2er",0.00196108196639616,0.00196108196639621,3.45970062412007e-14,2.64633620788904e-25,1.18258149290041e-24
"G6PDH2r",0.404740256611508,0.995267715211227,1.29808618009988,7.79826996356911e-22,1.26759057128887e-21
"G6PI",1.81743961749499,1.8431063260404,0.0202318563012452,0.620509652976557,0.636838854370677
"G6PI3",4.11636418842526,4.26218335233708,0.0502220170016651,0.474160784726261,0.496134089384307
"G6PI3_rev",0,0,0,NA,1
"G6PI_rev",2.3350913030231,1.4491423142264,-0.6882793003656,0.214998413023255,0.244006135415282
"G6Pter",0.00196108196639616,0.00196108196639621,3.45970062412007e-14,2.64633620788904e-25,1.18258149290041e-24
"GALT",0,0,0,NA,1
"GALUi",1.11801959139671,1.80838821661342,0.693758460447733,1.00845984019432e-24,3.09316582707594e-24
"GAM6Pt",0,0,0,NA,1
"GAM6Pt_rev",0,0,0,NA,1
"GAPD",0,0,0,NA,1
"GARFT",0,0,0,NA,1
"GAT1_SC",0.0168085786774947,0.0168087490776904,1.46246539543729e-05,2.89152096088921e-23,7.80165089447467e-23
"GAT2_SC",0,0,0,NA,1
"GBEZ",0.0508976028710197,0,-15.6353384354827,0.00195467860790406,0.00262049100872137
"GCC2am",0,0,0,NA,1
"GCC2bim",0,0,0,NA,1
"GCC2cm_copy1",4.78873822783678,1.84824126305525,-1.37349200127171,0.0119778964770538,0.0154309837497179
"GCC2cm_copy2",0,3.13396953300601,21.5795601843338,2.21487363024074e-13,3.43025555008403e-13
"GCCam",0,0,0,NA,1
"GCCbim",0,0,0,NA,1
"GCCcm",0,0,0,NA,1
"GF6PTA",0.530099472240213,1.13942916633633,1.10397477613079,0.0897261455686861,0.109978618425618
"GHMT2r",0,0.0222032304008785,14.4385469478787,5.02296227717368e-25,1.99523223787732e-24
"GHMT2r_rev",0,0,0,NA,1
"GHMT2rm",0,0,0,NA,1
"GHMT2rm_rev",0,0,0,NA,1
"GK1",0.0012923435779302,0.00129411777147882,0.00197771593970151,0.585168726686284,0.604909358429917
"GK1_rev",0,0,0,NA,1
"GK2",0.00100009361735704,0.000998319423711881,-0.00255909253943886,0.932108961509144,0.934286786185567
"GK2_rev",0,0,0,NA,1
"GLCGSD",0,0.690368625216719,19.3970094648615,1.00826696571384e-24,3.09316582707594e-24
"GLCGSDv",0,0,0,NA,1
"GLCNtv",0,0,0,NA,1
"GLCP",0,0,0,NA,1
"GLCS2",0.299730328018227,1.04099655610597,1.79622489389248,1.47945214929692e-23,4.31758484386651e-23
"GLCt1",8.36183476482418,7.95037901595772,-0.0727958869720485,7.7811349324212e-22,1.26759057128887e-21
"GLCtv",0,0,0,NA,1
"GLCtv_rev",0,1.70770407656266,20.7036274100207,1.00807412674115e-24,3.09316582707594e-24
"GLNS",0.00457914353321187,0,-12.1611770950822,1.44019401345064e-28,1.21145731719672e-27
"GLNt2r",2,1.9834967504007,-0.0119539601069447,2.34560292021189e-28,1.863451208835e-27
"GLNt2r_rev",0,0,0,NA,1
"GLNt6",0,0,0,NA,1
"GLNt7",0,0,0,NA,1
"GLU5K",0,0,0,NA,1
"GLUDC",0,0,0,NA,1
"GLUDxi",0,0,0,NA,1
"GLUDy",0,0,0,NA,1
"GLUDy_rev",0,0,0,NA,1
"GLUK",4.63401587395269,3.86821934052239,-0.260593321970416,0.47959085490097,0.500594833947728
"GLUN",1.40320448534174,0.770213993292737,-0.86539318005727,2.26993429844264e-10,3.44099580929997e-10
"GLUPRT",0,0,0,NA,1
"GLUSx",0,0,0,NA,1
"GLUt2r",2,2,0,NA,1
"GLUt2r_rev",0,0,0,NA,1
"GLUt5m",0,0,0,NA,1
"GLUt7m",3.87039594304548,4.01177111486229,0.0517581223247155,1.30516377684292e-22,3.18133670605463e-22
"GLXt",0,0,0,NA,1
"GLYC3Ptm",0,0.104139309086038,16.6681690681696,0.158983201656503,0.182851993326112
"GLYCDy",0.00010650160653291,1e-04,-0.0900029270213282,1.44019401345064e-28,1.21145731719672e-27
"GLYCLm",0,0,0,NA,1
"GLYCt",0,0,0,NA,1
"GLYCt2",0,0,0,NA,1
"GLYGS",0.0508976028710197,0,-15.6353384354827,0.00195467860790406,0.00262049100872137
"GLYK",0,0,0,NA,1
"GLYOX",1e-04,1e-04,0,NA,1
"GLYt2m",0,0,0,NA,1
"GLYt2r",0.186582973684985,0.169965722553692,-0.134572762039225,3.18785393001591e-22,7.16015359150171e-22
"GLYt2r_rev",0,0,0,NA,1
"GMPS2",0,0,0,NA,1
"GND",0.406701338577933,0.997228797177641,1.29395270467037,7.79826996356911e-22,1.26759057128887e-21
"GNNUC",0,0,0,NA,1
"GPDDA1",0.000105570205321611,0.00010574060540771,0.00230495032702607,1.92933197761105e-27,1.25406578544718e-26
"GRTT",0.0029754347075784,0.00297543470763147,2.57238351680548e-11,0.142806623276726,0.166027212427414
"GSNK",0.033399254593369,0.0333992545932724,-4.1700604513471e-12,0.600209425178655,0.618965969715488
"GTHOr",0,0,0,NA,1
"GTHPi",0,0,0,NA,1
"GTPCII",0.000669472809213608,0.00066947280920811,-1.18299337359866e-11,0.397435643140809,0.419950470215288
"GTPH1",0,0,0,NA,1
"GTPt2m",0,0,0,NA,1
"GUAD",0,0,0,NA,1
"GUAPRT",0,0,0,NA,1
"GUAt2r",0.0333992545932675,0.0333992545932708,1.41591451468612e-13,0.175951338490341,0.20128833123295
"GUAt2r_rev",0,0,0,NA,1
"H2Ot",0,0,0,NA,1
"H2Ot_rev",10.9408742007266,9.84878887450354,-0.151709773268011,7.79598320747168e-22,1.26759057128887e-21
"H2Oter",0.0014877173537892,0.00148771735381573,2.57158266017954e-11,0.142806623276726,0.166027212427414
"H2Otm",0,0,0,NA,1
"H2Otm_rev",42.64615937041,44.1508766970867,0.0500262632722777,7.78227614559089e-22,1.26759057128887e-21
"H2Otn",0.108415766104339,0.186475117702338,0.78240299459328,0.00387671748693074,0.00510156994445793
"H2Otv",0,0.853852038281332,19.7036282548355,1.00807412674115e-24,3.09316582707594e-24
"HACNHm",0,0,0,NA,1
"HCITSm",0,0,0,NA,1
"HCO3E",0.160455333836966,0.0823959822404718,-0.961517334233576,0.00170772133991679,0.00230381275101982
"HCO3En",0.108415766104339,0.186475117702338,0.78240299459328,0.00387671748693074,0.00510156994445793
"HCO3tn",0,0,0,NA,1
"HCO3tn_rev",0.108415766104339,0.186475117702338,0.78240299459328,0.00387671748693074,0.00510156994445793
"HCYSMT",0,0,0,NA,1
"HETZK",0,0,0,NA,1
"HEX1",4.94295026556655,6.55915453392795,0.408137402886405,1.21686168412762e-05,1.70599236108088e-05
"HEX7",0,0,0,NA,1
"HICITDm",0,0,0,NA,1
"HISTD",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"HISTP",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"HISt2r",0.0448343911628873,0.0427435300794276,-0.0688981710751969,9.31213020078409e-24,2.73623551790163e-23
"HISt2r_rev",0,0,0,NA,1
"HKYNH",0,0,0,NA,1
"HMGCOAR",0.0014877173537892,0.00148771735381573,2.57158266017954e-11,0.142806623276726,0.166027212427414
"HMGCOAS",0,0,0,NA,1
"HMGCOASm",0.00892630412291389,0.00892630412288837,-4.12377093836684e-12,0.325178960006528,0.356782030288492
"HMGCOAtm",0.00892630412291389,0.00892630412288837,-4.12377093836684e-12,0.325178960006528,0.356782030288492
"HMPK1",0,0,0,NA,1
"HSDxi",0,0,0,NA,1
"HSDy",0,0,0,NA,1
"HSDy_rev",0,0,0,NA,1
"HSERTA",0,0,0,NA,1
"HSK",0,0,0,NA,1
"HSTPT",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"HXANt2r",0,0,0,NA,1
"HXANt2r_rev",0,0,0,NA,1
"HXPRT",0,0,0,NA,1
"HYPOE",0,0,0,NA,1
"IAMACt",0,0,0,NA,1
"IAMOHt",0.00171609984294549,1.01185820736257e-05,-7.27085730256584,1.92933197761105e-27,1.25406578544718e-26
"IAMOHtm",0.00171609984294549,5.71210278349837e-06,-7.99899340560607,1.00942474543271e-24,3.09316582707594e-24
"IBUTACt",0,0,0,NA,1
"IBUTOHt",0.00664800385881275,0.0138238658022954,1.05605535624271,1.44019401345064e-28,1.21145731719672e-27
"IBUTOHtm",0.00664800385881275,0.00512998247504507,-0.37390311697065,0.00689363238466284,0.00893464741093764
"ICDHxm",0.862804079855002,0.873605271962593,0.017948543428287,7.78227614559089e-22,1.26759057128887e-21
"ICDHym",0,0,0,NA,1
"ICDHyr",0.145758900534621,0.303637321950711,1.05876000386677,7.27068124253604e-22,1.26759057128887e-21
"ICL",2e-04,0,-7.65105169117893,1.44019401345064e-28,1.21145731719672e-27
"ID3ACALDt",0,0,0,NA,1
"ID3ACALDtm",0,0,0,NA,1
"IG3PS",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"IGPDH",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"IGPS",0,0,0,NA,1
"ILETA",0.0172123890782853,0.0218196377175739,0.342162093615738,3.17670622903671e-22,7.16015359150171e-22
"ILETA_rev",0,0,0,NA,1
"ILETAm",0.0172123890782853,0.0218196377175739,0.342162093615738,3.18688307879547e-22,7.16015359150171e-22
"ILEt2r",0.130310515491529,0.130310515491529,-3.20342650381492e-16,0.440395178558829,0.461930395114273
"ILEt2r_rev",0,0,0,NA,1
"ILEt6",0,0,0,NA,1
"ILEt7",0,0,0,NA,1
"ILEtmi",0.0172123890782853,0.0218196377175739,0.342162093615738,3.18688307879547e-22,7.16015359150171e-22
"IMPC",0,0,0,NA,1
"IMPC_rev",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"IMPD",0,0,0,NA,1
"IND3ETHt",0,0,0,NA,1
"IND3ETHtm",0,0,0,NA,1
"INDPYRD",0,0,0,NA,1
"INSK",0.0486213080635176,0,-15.5693307581641,6.59480615233715e-25,2.41809558919029e-24
"IPC124PLC_SC",0,0,0,NA,1
"IPC126PLC_SC",0,0,0,NA,1
"IPC224PLC_SC",0,0,0,NA,1
"IPC226PLC_SC",0,0,0,NA,1
"IPC324PLC_SC",0,0,0,NA,1
"IPC326PLC_SC",0,0,0,NA,1
"IPCS124_SC",0,0,0,NA,1
"IPCS126_SC",0,0,0,NA,1
"IPCS224_SC",0,0,0,NA,1
"IPCS226_SC",0,0,0,NA,1
"IPCS324_SC",0,0,0,NA,1
"IPCS326_SC",0,0,0,NA,1
"IPDDI",0.0029754347075784,0.00297543470763147,2.57238351680548e-11,0.142806623276726,0.166027212427414
"IPMD",0,0,0,NA,1
"IPPMIa",0,0,0,NA,1
"IPPMIb",0,0,0,NA,1
"IPPS",0,0,0,NA,1
"IPPSm",0,0,0,NA,1
"KARA1im",0,0,0,NA,1
"KARA2im",0,0,0,NA,1
"KYN",0,0,0,NA,1
"KYN3OX",0,0,0,NA,1
"LALDO3",0.0001079143617958,1e-04,-0.108838912000032,1.44019401345064e-28,1.21145731719672e-27
"LANOSTt",0,0,0,NA,1
"LANOSTt_rev",0,0,0,NA,1
"LCADi",0.0001079143617958,1e-04,-0.108838912000032,1.44019401345064e-28,1.21145731719672e-27
"LEUTA",0.00171609984294549,1.01185820736149e-05,-7.27085730256724,1.92933197761105e-27,1.25406578544718e-26
"LEUTA_rev",0,0,0,NA,1
"LEUt2r",0.202152201512324,0.200446220251452,-0.0122266411203876,7.17100092012492e-23,1.84213137409197e-22
"LEUt2r_rev",0,0,0,NA,1
"LEUt6",0,0,0,NA,1
"LEUt7",0,0,0,NA,1
"LGTHL",1e-04,1e-04,0,NA,1
"LNS14DM",0.00148771735381898,0.00148771735381898,0,NA,1
"LNS14DMx",0,0,0,NA,1
"LNSTLS",0.0014877173537892,0.00148771735381573,2.57158266017954e-11,0.142806623276726,0.166027212427414
"LPCAT_SC",3.02165139647554e-05,7.19863235719983e-07,-4.18194368567114,1.5581654764771e-14,2.43073814330427e-14
"LPP_SC",0,0,0,NA,1
"LYSt2r",0.193538503028934,0.193538503028934,-1.60171325190746e-16,0.211404475980049,0.240563714046263
"LYSt2r_rev",0,0,0,NA,1
"L_LACD2cm",0.0001079143617958,1e-04,-0.108838912000032,1.44019401345064e-28,1.21145731719672e-27
"L_LACt2r",0,0,0,NA,1
"L_LACt2r_rev",0,0,0,NA,1
"MALS",0,0,0,NA,1
"MALt2r",-1.2490009027033e-14,0,1.80192742917711e-08,0.325178960006528,0.356782030288492
"MALt2r_rev",0,0,0,NA,1
"MALtm",0,0,0,NA,1
"MALtm_rev",0.0695173999105162,0.0532790473257751,-0.383799512467456,6.72953588218685e-22,1.26759057128887e-21
"MAN1PT",0.000669472809213608,0.00066947280920811,-1.18299337359866e-11,0.397435643140809,0.419950470215288
"MAN6PI",0.000669472809213608,0.00066947280920811,-1.18299337359866e-11,0.397435643140809,0.419950470215288
"MANNANter",0.000669472809213608,0.00066947280920811,-1.18299337359866e-11,0.397435643140809,0.419950470215288
"MCITDm",0,0,0,NA,1
"MCITL2m",0,0,0,NA,1
"MCITSm",0,0,0,NA,1
"MDH",0,0,0,NA,1
"MDH_rev",0,0.248267413546983,17.9215411978209,1.20310417258998e-25,6.70300896157277e-25
"MDHm",4.591409828675,5.04113494350245,0.134811333001725,7.79941358239863e-22,1.26759057128887e-21
"MDHm_rev",0,0,0,NA,1
"MDRPD",0,0,0,NA,1
"ME1m",0.273769899785847,0.19143412718892,-0.516113524929337,7.79598320747168e-22,1.26759057128887e-21
"ME2m",0,0,0,NA,1
"METAT",0.012645597507479,0.0126455975074788,-2.46663840793751e-14,0.00088386390575829,0.00120757202410926
"METB1",0,0,0,NA,1
"METS",0.00349613578142318,0,-11.771958096535,4.11742369395262e-25,1.74888590564918e-24
"METt2r",0.0434345843800382,0.0469307201614513,0.111685892011387,1.02420117323324e-24,3.09424157265536e-24
"METt2r_rev",0,0,0,NA,1
"MEVK1",0.00316739823707903,0.00057589058857509,-2.45738404715999,7.75233182568527e-05,0.000107629461269223
"MEVK2",0.00273725448923046,0.00763232449214884,1.47905498678751,4.63636832557788e-11,7.07829897392495e-11
"MEVK3",0.00143795227790443,0.000718089042170475,-1.00077641615155,0.143959499490834,0.166915203463697
"MEVK4",0.00158369911853934,0,-10.6299932314007,0.000558216779750804,0.000767548072157356
"MFAPS_SC",0.00405741096496717,0.00405741096496717,0,NA,1
"MGSA",0.0002079143617958,2e-04,-0.055716172328611,1.44019401345064e-28,1.21145731719672e-27
"MI1PP",0.0035840463523839,0.00358404635237635,-3.0374890109205e-12,0.00108646081487908,0.00147497370121242
"MI1PS",0.000669472809213608,0.00066947280920811,-1.18299337359866e-11,0.397435643140809,0.419950470215288
"MOHMT",0,0,0,NA,1
"MTAP",0,0,0,NA,1
"MTHFC",0,0.0222032304008786,14.4385469478787,5.90312825214743e-25,2.18953856891886e-24
